2.773743886126e+04   5.437169923968e+03   8.000000000000e+01   
4.152287733136e+03   3.038821251018e+03   8.000000000000e+01   
1.616474578795e+04   3.841187119304e+03   8.000000000000e+01   
5.271131411231e+04   1.479585709384e+03   6.000000000000e+01   
1.460098720522e+04   3.325416347429e+03   8.000000000000e+01   
4.571788878236e+04   4.298730386290e+03   8.000000000000e+01   
1.241938783250e+04   5.043083495953e+03   8.000000000000e+01   
7.962414492259e+03   1.278850809986e+03   6.000000000000e+01   
1.539978904250e+03   2.068890437800e+03   8.000000000000e+01   
5.591614007959e+04   3.430033899760e+03   8.000000000000e+01   
2.103831050434e+04   1.918674037589e+03   6.000000000000e+01   
3.939398643959e+04   3.346731546909e+03   8.000000000000e+01   
5.984474522416e+04   5.224244533972e+03   6.000000000000e+01   
1.521190612101e+04   5.032622130528e+03   6.000000000000e+01   
1.745930419372e+04   6.043775035941e+03   8.000000000000e+01   
1.953207653886e+04   2.507945903331e+03   6.000000000000e+01   
2.335723441416e+04   1.971135938251e+03   8.000000000000e+01   
5.293478539055e+04   3.808489170159e+03   6.000000000000e+01   
5.777653323310e+04   5.771704165613e+03   6.000000000000e+01   
5.450427521609e+04   1.743875856512e+03   8.000000000000e+01   
4.871537861788e+04   2.781838998409e+03   8.000000000000e+01   
5.160838616663e+04   2.924253086663e+03   8.000000000000e+01   
1.666516240606e+04   5.117749903874e+03   6.000000000000e+01   
5.173320658157e+03   3.004690177669e+03   8.000000000000e+01   
3.151028222184e+04   2.102358094762e+03   6.000000000000e+01   
4.716189818416e+04   1.716163354440e+03   8.000000000000e+01   
3.879195694733e+04   1.102083397196e+03   8.000000000000e+01   
4.591310062888e+04   5.786241881369e+03   8.000000000000e+01   
1.830845428636e+04   4.611641682155e+03   8.000000000000e+01   
2.644688929944e+04   5.048574902099e+03   8.000000000000e+01   
2.918678420779e+04   4.097757541124e+03   6.000000000000e+01   
2.521772463018e+04   2.522798301836e+03   6.000000000000e+01   
3.643404990627e+04   1.490814184153e+03   6.000000000000e+01   
1.619396013499e+04   1.646855912035e+03   6.000000000000e+01   
2.375714154901e+04   2.805445078032e+03   6.000000000000e+01   
1.499533562663e+04   4.722285102867e+03   8.000000000000e+01   
6.018307975677e+04   4.580312183762e+03   8.000000000000e+01   
1.870722472554e+04   3.016662273128e+03   8.000000000000e+01   
3.284264554695e+04   5.598274609128e+03   6.000000000000e+01   
2.482350107250e+04   1.210950455058e+03   6.000000000000e+01   
2.881773117332e+04   3.426519582346e+03   6.000000000000e+01   
1.738034879039e+04   3.339768197065e+03   6.000000000000e+01   
1.407062663811e+04   2.647331024459e+03   6.000000000000e+01   
3.011210874537e+04   2.688809329730e+03   6.000000000000e+01   
3.531334100275e+03   1.659077390243e+03   8.000000000000e+01   
3.626230774606e+04   2.390460086606e+03   8.000000000000e+01   
2.667322569802e+04   1.841321254467e+03   8.000000000000e+01   
2.786337241943e+04   5.097412844429e+03   8.000000000000e+01   
2.026630206716e+04   2.717969368779e+03   6.000000000000e+01   
2.509389772122e+04   4.165294545533e+03   6.000000000000e+01   
5.561498327597e+04   2.416856832549e+03   8.000000000000e+01   
4.919378715458e+04   5.706446649829e+03   6.000000000000e+01   
5.810833077461e+04   3.941048324153e+03   8.000000000000e+01   
3.455295248459e+04   4.485567369368e+03   6.000000000000e+01   
4.318599217452e+04   2.935697282456e+03   6.000000000000e+01   
9.618594691228e+03   5.638349127066e+03   6.000000000000e+01   
1.011960820021e+04   5.036238248959e+03   8.000000000000e+01   
4.548375633512e+04   3.962418211458e+03   6.000000000000e+01   
5.571775831861e+04   4.122233606391e+03   6.000000000000e+01   
6.110332523883e+03   2.991013785930e+03   6.000000000000e+01   
4.196577038294e+04   2.546129746978e+03   8.000000000000e+01   
3.257373113995e+04   2.636333619330e+03   8.000000000000e+01   
1.140025457750e+04   1.872142881404e+03   6.000000000000e+01   
3.447548652571e+04   2.773906581450e+03   8.000000000000e+01   
3.029083760526e+04   3.910906656967e+03   8.000000000000e+01   
3.998808434172e+04   2.056389857108e+03   6.000000000000e+01   
4.697344258094e+04   1.519207327460e+03   8.000000000000e+01   
5.356088458872e+04   2.124969252557e+03   6.000000000000e+01   
5.443758808418e+04   4.934168072280e+03   8.000000000000e+01   
3.927133738784e+04   1.682883179623e+03   6.000000000000e+01   
1.562360481576e+04   4.155626673628e+03   8.000000000000e+01   
2.074796616557e+03   5.115443261236e+03   8.000000000000e+01   
3.998883777811e+04   3.419299719617e+03   8.000000000000e+01   
4.755087478333e+04   2.652707868850e+03   8.000000000000e+01   
2.221039612636e+04   4.206610181080e+03   6.000000000000e+01   
4.654134843613e+04   2.167102036948e+03   6.000000000000e+01   
3.530475949190e+04   3.823936639494e+03   6.000000000000e+01   
4.037108337342e+04   2.526974863301e+03   8.000000000000e+01   
1.134058127280e+04   2.626116878046e+03   8.000000000000e+01   
3.846703967027e+04   5.697959599716e+03   8.000000000000e+01   
2.065524663218e+04   6.133207821039e+03   8.000000000000e+01   
