1.023110665142e+04   7.217135798558e+02   6.000000000000e+01   
3.742843708089e+04   2.461116859719e+03   6.000000000000e+01   
8.895099066469e+03   1.969880213916e+03   6.000000000000e+01   
2.151295976721e+04   7.036994935664e+02   6.000000000000e+01   
3.844037736277e+04   1.664538213232e+03   6.000000000000e+01   
2.999723999400e+04   1.814925492186e+02   6.000000000000e+01   
6.992839427885e+03   3.668056959509e+03   6.000000000000e+01   
2.764646398822e+04   1.808749653932e+03   6.000000000000e+01   
3.879128322052e+04   2.991768798033e+03   6.000000000000e+01   
1.475429355517e+04   2.653273593670e+03   6.000000000000e+01   
2.854246538721e+04   3.826173481239e+03   6.000000000000e+01   
1.176922725260e+04   1.603134140350e+03   6.000000000000e+01   
3.522071905940e+04   1.386385911525e+03   6.000000000000e+01   
3.505341390153e+04   2.047454438421e+02   8.000000000000e+01   
1.201566525535e+04   3.794013241262e+03   8.000000000000e+01   
1.693371416697e+04   1.828600544552e+03   8.000000000000e+01   
2.705672828125e+04   4.535113438086e+02   8.000000000000e+01   
3.936021800033e+04   3.668442992503e+02   6.000000000000e+01   
1.781618472337e+04   2.029339120149e+03   8.000000000000e+01   
1.824714501759e+04   8.237668428518e+02   6.000000000000e+01   
3.593259061546e+04   2.083303606778e+03   6.000000000000e+01   
1.943446011507e+04   1.318165414111e+03   6.000000000000e+01   
1.872537899819e+04   9.166282242436e+02   8.000000000000e+01   
1.676496026621e+04   2.180657999958e+03   8.000000000000e+01   
1.616180410700e+04   1.210977336254e+03   6.000000000000e+01   
8.155715708030e+03   3.203100307845e+03   6.000000000000e+01   
3.540644784465e+04   1.675682033343e+03   8.000000000000e+01   
3.868872191953e+04   1.572773847667e+03   6.000000000000e+01   
2.779894096327e+04   3.730154761385e+03   6.000000000000e+01   
4.165376431811e+02   1.114781904135e+03   6.000000000000e+01   
5.441274501105e+03   6.538237956145e+02   8.000000000000e+01   
2.408566632182e+04   2.874888742002e+03   6.000000000000e+01   
1.483022545550e+04   4.032022706284e+02   6.000000000000e+01   
7.358422380372e+03   2.413732033053e+03   8.000000000000e+01   
1.395185598769e+04   6.515320674119e+02   6.000000000000e+01   
1.281898119679e+04   5.742960540457e+01   6.000000000000e+01   
2.146210194702e+04   3.077494888912e+03   8.000000000000e+01   
4.467505648100e+03   3.047666953813e+03   8.000000000000e+01   
3.339174733958e+04   3.899218057993e+03   8.000000000000e+01   
3.994579925518e+04   1.851189067053e+03   6.000000000000e+01   
1.924591974077e+04   3.505555171998e+03   8.000000000000e+01   
